prediction_track_ranking,data_subset,accuracy_top10,accuracy_top1,unk_eng_in_top10,unk_eng_avg_rank,ranking_quantile,ranking_quintile,ranking_decile,ranking_vigintile
23,Known labs only,0.8952834683182468,0.7468318246784182,0.962934730824202,2.662416940588541,0.07692307692307693,1,1,2
24,All labs,0.9020350629900449,0.08889084662144305,0.9414148533168883,6.012114993176655,0.0802675585284281,1,1,2
24,Unknown Engineered only,0.9988317757009346,0.10163551401869159,0.9988317757009346,4.54773533321106,0.0802675585284281,1,1,2
24,Known labs only,0.8941400666984278,0.08785135778942353,0.9367317770366841,6.15056892446666,0.0802675585284281,1,1,2
25,All labs,0.8993921240419346,0.7240771738172849,1,1.8001774912651287,0.08361204013377926,1,1,2
25,Unknown Engineered only,1,0.905373831775701,1,1.0771298583600002,0.08361204013377926,1,1,2
25,Known labs only,0.8911862791805621,0.709290138161029,1,1.8771874959308854,0.08361204013377926,1,1,2
26,All labs,0.8989516342172496,0.5878777200246674,0.9123425248876751,2.3541873394851858,0.08695652173913043,1,1,2
26,Unknown Engineered only,1,0.9614485981308412,1,1.030555933641589,0.08695652173913043,1,1,2
26,Known labs only,0.8907098618389709,0.5574082896617437,0.9051929490233445,2.5182753046082396,0.08695652173913043,1,1,2
27,All labs,0.8987754382873756,0.7405514932605057,0.9952427098934015,2.0265631114417855,0.0903010033444816,1,1,2
27,Unknown Engineered only,1,0.8481308411214953,1,1.1405019222263726,0.0903010033444816,1,1,2
27,Known labs only,0.8905192949023344,0.7317770366841353,0.9948546927108147,2.1238478413492925,0.0903010033444816,1,1,2
28,All labs,0.8965729891639503,0.717381728482072,0.999911902035063,1.887904612428829,0.09364548494983277,1,1,2
28,Unknown Engineered only,1,0.8481308411214953,1,1.1273394111536952,0.09364548494983277,1,1,2
28,Known labs only,0.8881372081943782,0.7067174845164363,0.9999047165316818,1.968992186886933,0.09364548494983277,1,1,2
29,All labs,0.8949872257950842,0.7442516077878601,0.8509382433265792,4.050901379371788,0.09698996655518395,1,1,2
29,Unknown Engineered only,0.9871495327102804,0.7920560747663551,0.9871495327102804,1.2754343383997906,0.09698996655518395,1,1,2
29,Known labs only,0.8874702239161506,0.7403525488327776,0.8398284897570272,4.451305881958405,0.09698996655518395,1,1,2
30,All labs,0.8948110298652101,0.7493612897542067,0.9958593956479606,2.266239164587452,0.10033444816053512,1,2,3
30,Unknown Engineered only,1,0.7570093457943925,1,1.2660710649149307,0.10033444816053512,1,2,3
30,Known labs only,0.8862315388280133,0.7487374940447832,0.9955216769890424,2.376449912820541,0.10033444816053512,1,2,3
31,All labs,0.8945467359703991,0.7227557043432297,0.9919830851907321,2.2051791835636623,0.10367892976588629,1,2,3
31,Unknown Engineered only,0.9988317757009346,0.8259345794392523,0.9988317757009346,1.1806127670334747,0.10367892976588629,1,2,3
31,Known labs only,0.8860409718913769,0.7143401619818961,0.9914244878513578,2.3204638146864918,0.10367892976588629,1,2,3
32,All labs,0.8913752092326668,0.7531495022464981,0.9785921945203065,2.284082124512765,0.10702341137123746,1,2,3
32,Unknown Engineered only,1,0.8364485981308412,1,1.1648619511998664,0.10702341137123746,1,2,3
32,Known labs only,0.8825154835636018,0.746355407336827,0.976846117198666,2.413035283024461,0.10702341137123746,1,2,3
33,All labs,0.8908466214430447,0.6225002202449124,0.99057351775174,2.052581777454347,0.11036789297658862,1,2,3
33,Unknown Engineered only,1,0.7651869158878505,1,1.2108112225171026,0.11036789297658862,1,2,3
33,Known labs only,0.8819437827536922,0.6108623153882802,0.9898046688899476,2.1428737665446302,0.11036789297658862,1,2,3
34,All labs,0.8872346048806272,0.7208175491146155,0.9264381992775967,2.742889109205289,0.11371237458193979,1,2,3
34,Unknown Engineered only,0.9988317757009346,0.8014018691588785,0.9988317757009346,1.2247846344329145,0.11371237458193979,1,2,3
34,Known labs only,0.8781324440209624,0.7142448785135779,0.9205335874225822,2.9293231984705055,0.11371237458193979,1,2,3
35,All labs,0.8860893313364461,0.7211699409743635,0.9974451590168267,2.148344646784517,0.11705685618729098,1,2,3
35,Unknown Engineered only,1,0.7102803738317757,1,1.3004083943933864,0.11705685618729098,1,2,3
35,Known labs only,0.876798475464507,0.7220581229156742,0.9972367794187709,2.238136575264561,0.11705685618729098,1,2,3
36,All labs,0.884327372037706,0.6905999471412211,0.9968284732622676,1.8354547758226811,0.12040133779264214,1,2,3
36,Unknown Engineered only,1,0.8866822429906542,1,1.100737712509765,0.12040133779264214,1,2,3
36,Known labs only,0.874892806098142,0.6746069556931872,0.9965697951405431,1.913619012614736,0.12040133779264214,1,2,3
37,All labs,0.8812439432649106,0.698528763985552,0.6437318297947318,9.772184266477545,0.12374581939799331,1,2,3
37,Unknown Engineered only,0.8119158878504673,0.5514018691588785,0.8119158878504673,3.089548943567258,0.12374581939799331,1,2,3
37,Known labs only,0.8868985231062411,0.7105288232491662,0.6300142925202478,10.734475974507424,0.12374581939799331,1,2,3
38,All labs,0.8810677473350366,0.7127125363404105,0.9958593956479606,2.0285000505725215,0.12709030100334448,1,2,3
38,Unknown Engineered only,0.9988317757009346,0.8235981308411215,0.9988317757009346,1.167369302675047,0.12709030100334448,1,2,3
38,Known labs only,0.8714626012386851,0.7036684135302524,0.9956169604573607,2.122009612923242,0.12709030100334448,1,2,3
39,All labs,0.8805391595454145,0.7032860540921505,0.9877543828737556,1.94941667033102,0.13043478260869565,1,2,3
39,Unknown Engineered only,1,0.8820093457943925,1,1.0986165184582193,0.13043478260869565,1,2,3
39,Known labs only,0.8707956169604574,0.6887089090042877,0.9867555979037637,2.0427656704057844,0.13043478260869565,1,2,3
40,All labs,0.8800986697207295,0,0.9853757378204564,10.739471110387413,0.13377926421404682,1,2,3
40,Unknown Engineered only,1,0,1,10.000000000000002,0.13377926421404682,1,2,3
40,Known labs only,0.8703191996188662,0,0.9841829442591711,10.802143466637993,0.13377926421404682,1,2,3
41,All labs,0.8796581798960444,0.7201127653951194,0.9407981675623293,2.62895993756643,0.13712374581939799,1,2,3
41,Unknown Engineered only,0.977803738317757,0.7453271028037384,0.977803738317757,1.364992359027666,0.13712374581939799,1,2,3
41,Known labs only,0.8716531681753216,0.7180562172463077,0.9377798951881848,2.773327011977153,0.13712374581939799,1,2,3
42,All labs,0.8788652982116113,0.7274248964848912,0.9888115584529997,1.9796573613230062,0.14046822742474915,1,2,3
42,Unknown Engineered only,0.9929906542056075,0.780373831775701,0.9929906542056075,1.2226175212606953,0.14046822742474915,1,2,3
42,Known labs only,0.8695569318723202,0.7231062410671748,0.9884707003334922,2.0590222694207094,0.14046822742474915,1,2,3
43,All labs,0.8771914368778081,0.7364989868734032,0.9319002731036913,3.668306952282577,0.14381270903010032,1,2,3
43,Unknown Engineered only,1,0.6705607476635514,1,1.3493499110854712,0.14381270903010032,1,2,3
43,Known labs only,0.8671748451643639,0.7418770843258694,0.9263458789899952,3.9800788701890415,0.14381270903010032,1,2,3
44,All labs,0.8755175755440049,0.601268610695093,0.8993921240419346,2.8044061790759525,0.14715719063545152,1,2,3
44,Unknown Engineered only,0.9976635514018691,0.7067757009345794,0.9976635514018691,1.2895932274015955,0.14715719063545152,1,2,3
44,Known labs only,0.8655550262029538,0.592663172939495,0.8913768461171987,2.9878527358143057,0.14715719063545152,1,2,3
45,All labs,0.8749889877543828,0.6436437318297947,0.9687252224473615,2.5979875084034934,0.1505016722408027,1,2,4
45,Unknown Engineered only,1,0.7990654205607477,1,1.1906841667364914,0.1505016722408027,1,2,4
45,Known labs only,0.8647927584564078,0.6309671272034302,0.9661743687470223,2.76868651632853,0.1505016722408027,1,2,4
46,All labs,0.8741080081050128,0.6718350806096379,0.9974451590168267,2.0034425289803415,0.15384615384615385,1,2,4
46,Unknown Engineered only,0.9988317757009346,0.7675233644859814,0.9988317757009346,1.216954765990696,0.15384615384615385,1,2,4
46,Known labs only,0.8639352072415436,0.6640304907098619,0.9973320628870891,2.08658173892625,0.15384615384615385,1,2,4
47,All labs,0.8741080081050128,0.6718350806096379,0.9974451590168267,2.0034425289803415,0.15719063545150502,1,2,4
47,Unknown Engineered only,0.9988317757009346,0.7675233644859814,0.9988317757009346,1.216954765990696,0.15719063545150502,1,2,4
47,Known labs only,0.8639352072415436,0.6640304907098619,0.9973320628870891,2.08658173892625,0.15719063545150502,1,2,4
48,All labs,0.8738437142102018,0.6831116201215752,0.9665227733239362,2.3829155070444683,0.1605351170568562,1,2,4
48,Unknown Engineered only,1,0.866822429906542,1,1.1233861495004167,0.1605351170568562,1,2,4
48,Known labs only,0.8635540733682706,0.6681276798475464,0.9637922820390662,2.533642520888043,0.1605351170568562,1,2,4
49,All labs,0.8702316976477843,0.6257598449475817,0.946436437318298,2.4895179608184734,0.16387959866220736,1,2,4
49,Unknown Engineered only,1,0.8679906542056075,1,1.1187611994396514,0.16387959866220736,1,2,4
49,Known labs only,0.8596474511672225,0.6060028585040496,0.9420676512625059,2.657347330840071,0.16387959866220736,1,2,4
50,All labs,0.8680292485243591,0.6878689102281738,0.9861686195048894,1.9116631818388303,0.16722408026755853,1,2,4
50,Unknown Engineered only,1,0.8014018691588785,1,1.1820505321259207,0.16722408026755853,1,2,4
50,Known labs only,0.8572653644592663,0.6786088613625536,0.9850404954740353,1.9881064990661779,0.16722408026755853,1,2,4
51,All labs,0.8678530525944851,0.7265439168355211,0.920359439696943,2.8693824584150107,0.1705685618729097,1,2,4
51,Unknown Engineered only,0.9754672897196262,0.7383177570093458,0.9754672897196262,1.3638521458152864,0.1705685618729097,1,2,4
51,Known labs only,0.859075750357313,0.7255836112434493,0.9158646974749881,3.048841865902672,0.1705685618729097,1,2,4
52,All labs,0.867676856664611,0.7098053034974892,0.9228261827151792,3.111352424023529,0.17391304347826086,1,2,4
52,Unknown Engineered only,0.9953271028037384,0.6296728971962616,0.9953271028037384,1.478408264447222,0.17391304347826086,1,2,4
52,Known labs only,0.8572653644592663,0.7163411148165794,0.9169128156264889,3.3060283247171225,0.17391304347826086,1,2,4
53,All labs,0.8665315831204299,0.6772090564707955,0.9961236895427715,2.684906994997608,0.17725752508361203,1,2,4
53,Unknown Engineered only,0.9988317757009346,0.4976635514018692,0.9988317757009346,1.7179200567488813,0.17725752508361203,1,2,4
53,Known labs only,0.8557408289661743,0.69185326345879,0.9959028108623154,2.784494656286342,0.17725752508361203,1,2,4
54,All labs,0.8665315831204299,0.6772090564707955,0.9961236895427715,2.684906994997608,0.1806020066889632,1,2,4
54,Unknown Engineered only,0.9988317757009346,0.4976635514018692,0.9988317757009346,1.7179200567488813,0.1806020066889632,1,2,4
54,Known labs only,0.8557408289661743,0.69185326345879,0.9959028108623154,2.784494656286342,0.1806020066889632,1,2,4
55,All labs,0.8639767421372566,0.6411769888115585,0.9844947581710862,2.112185800511489,0.18394648829431437,1,2,4
55,Unknown Engineered only,1,0.758177570093458,1,1.231369800312811,0.18394648829431437,1,2,4
55,Known labs only,0.852882324916627,0.6316341114816579,0.9832301095759886,2.2072209270908365,0.18394648829431437,1,2,4
56,All labs,0.8638886441723196,0.6825830323319532,0.9106686635538719,3.159499451532696,0.18729096989966554,1,2,4
56,Unknown Engineered only,1,0.8457943925233645,1,1.1386604910324714,0.18729096989966554,1,2,4
56,Known labs only,0.8527870414483087,0.6692710814673654,0.9033825631252977,3.43375109121142,0.18729096989966554,1,2,4
57,All labs,0.8637124482424456,0.716941238657387,0.7273367985199541,10.425890310048093,0.19063545150501673,1,2,4
57,Unknown Engineered only,0.9988317757009346,0.8516355140186916,0.9988317757009346,1.1416764245363091,0.19063545150501673,1,2,4
57,Known labs only,0.8526917579799904,0.7059552167698904,0.7051929490233444,12.487048390736664,0.19063545150501673,1,2,4
58,All labs,0.8629195665580125,0.4762575984494758,0.7387014359968285,9.75329552654902,0.1939799331103679,1,2,4
58,Unknown Engineered only,0.9672897196261683,0.8049065420560748,0.9672897196261683,1.4874074327796394,0.1939799331103679,1,2,4
58,Known labs only,0.8544068604097189,0.44945212005717006,0.7200571700809909,11.370127830720776,0.1939799331103679,1,2,4
59,All labs,0.8625671746982645,0.6912166328957801,0.8807153554752886,4.938944507875599,0.19732441471571907,1,2,4
59,Unknown Engineered only,0.9544392523364486,0.18457943925233644,0.9544392523364486,3.181708012216408,0.19732441471571907,1,2,4
59,Known labs only,0.8550738446879467,0.7325393044306813,0.8747022391615055,5.119298785129892,0.19732441471571907,1,2,4
60,All labs,0.8624790767333275,0.6905999471412211,0.991806889260858,2.6554643915427283,0.20066889632107024,2,3,5
60,Unknown Engineered only,0.9988317757009346,0.625,0.9988317757009346,1.462355296440148,0.20066889632107024,2,3,5
60,Known labs only,0.851357789423535,0.6959504525964745,0.9912339209147213,2.787868927470859,0.20066889632107024,2,3,5
61,All labs,0.8623028808034534,0.6797638974539688,0.8955158135847062,6.346172036923671,0.2040133779264214,2,3,5
61,Unknown Engineered only,0.9801401869158879,0.10747663551401869,0.9801401869158879,3.4903049921168656,0.2040133779264214,2,3,5
61,Known labs only,0.8526917579799904,0.7264411624583135,0.8886136255359696,6.663301391195804,0.2040133779264214,2,3,5
62,All labs,0.8620385869086424,0.6800281913487799,0.9997357061051889,1.7058189251007534,0.20735785953177258,2,3,5
62,Unknown Engineered only,1,0.8843457943925234,1,1.0906592314631514,0.20735785953177258,2,3,5
62,Known labs only,0.8507860886136256,0.6633635064316341,0.9997141495950452,1.7691960912018163,0.20735785953177258,2,3,5
63,All labs,0.8611576072592723,0.645493789093472,1,1.643092667011358,0.21070234113712374,2,3,5
63,Unknown Engineered only,1,0.9299065420560748,1,1.05683374457115,0.21070234113712374,2,3,5
63,Known labs only,0.8498332539304431,0.6222963315864698,1,1.7033111068782372,0.21070234113712374,2,3,5
64,All labs,0.858602766276099,0.6682230640472205,0.9748039820280151,3.223605635485088,0.2140468227424749,2,3,5
64,Unknown Engineered only,0.9988317757009346,0.3901869158878505,0.9988317757009346,1.8989760267341578,0.2140468227424749,2,3,5
64,Known labs only,0.8471653168175322,0.6909004287756074,0.9728442115292997,3.3657885759360955,0.2140468227424749,2,3,5
65,All labs,0.8577217866267289,0.6745661175226852,0.9631750506563298,4.066457110030998,0.21739130434782608,2,3,5
65,Unknown Engineered only,0.9941588785046729,0.10747663551401869,0.9941588785046729,3.371004985890182,0.21739130434782608,2,3,5
65,Known labs only,0.8465936160076227,0.7208194378275369,0.9606479275845641,4.1291439978061675,0.21739130434782608,2,3,5
66,All labs,0.8575455906968549,0.7026693683375914,0.9717205532552198,2.5061326030954736,0.22073578595317725,2,3,5
66,Unknown Engineered only,0.9976635514018691,0.741822429906542,0.9976635514018691,1.2680565485342081,0.22073578595317725,2,3,5
66,Known labs only,0.8461171986660314,0.6994759409242497,0.9696045736064792,2.6493272970166326,0.22073578595317725,2,3,5
67,All labs,0.8573693947669809,0.6942119637036385,0.9296097260153291,3.20347133771521,0.22408026755852842,2,3,5
67,Unknown Engineered only,0.9836448598130841,0.6203271028037384,0.9836448598130841,1.5349641669033622,0.22408026755852842,2,3,5
67,Known labs only,0.8470700333492139,0.7002382086707957,0.9252024773701762,3.4015898920472645,0.22408026755852842,2,3,5
68,All labs,0.8544621619240595,0.655096467271606,0.9392124041934631,3.5904099067284467,0.22742474916387959,2,3,5
68,Unknown Engineered only,0.9894859813084113,0.4088785046728972,0.9894859813084113,1.9171413972370142,0.22742474916387959,2,3,5
68,Known labs only,0.8434492615531205,0.6751786565030967,0.9351119580752739,3.778931596053842,0.22742474916387959,2,3,5
69,All labs,0.8527002026253193,0.6863712448242446,0.9964760814025196,1.8070502371075314,0.23076923076923078,2,3,5
69,Unknown Engineered only,1,0.8808411214953271,1,1.095452091503233,0.23076923076923078,2,3,5
69,Known labs only,0.8406860409718914,0.6705097665555027,0.9961886612672701,1.8823486073922528,0.23076923076923078,2,3,5
70,All labs,0.8519073209408863,0.6444366135142279,0.9396528940181482,3.0137941707006006,0.23411371237458195,2,3,5
70,Unknown Engineered only,0.9789719626168224,0.5478971962616822,0.9789719626168224,1.6482407574202513,0.23411371237458195,2,3,5
70,Known labs only,0.8415435921867556,0.6523106241067175,0.9364459266317294,3.165851815547727,0.23411371237458195,2,3,5
71,All labs,0.8515549290811383,0.7019645846180953,0.9998238040701259,1.887432008738115,0.23745819397993312,2,3,5
71,Unknown Engineered only,1,0.8154205607476636,1,1.1577446475959174,0.23745819397993312,2,3,5
71,Known labs only,0.8394473558837542,0.6927108146736541,0.9998094330633636,1.964190852795481,0.23745819397993312,2,3,5
72,All labs,0.8512025372213902,0.5968637124482424,0.9101400757642498,3.6195342452077153,0.2408026755852843,2,3,5
72,Unknown Engineered only,0.9883177570093458,0.5245327102803738,0.9883177570093458,1.7788576333391701,0.2408026755852843,2,3,5
72,Known labs only,0.8400190566936636,0.6027632205812291,0.9037636969985707,3.835444519274321,0.2408026755852843,2,3,5
73,All labs,0.8504096555369571,0.6700731213108977,0.8744603999647608,3.625583470475754,0.24414715719063546,2,3,5
73,Unknown Engineered only,0.985981308411215,0.7675233644859814,0.985981308411215,1.2949431256079535,0.24414715719063546,2,3,5
73,Known labs only,0.839352072415436,0.6621248213434969,0.8653644592663173,3.9431816863264095,0.24414715719063546,2,3,5
74,All labs,0.849528675887587,0.7032860540921505,0.9883710686283147,2.340721219607905,0.24749163879598662,2,3,5
74,Unknown Engineered only,1,0.780373831775701,1,1.2505015115867457,0.24749163879598662,2,3,5
74,Known labs only,0.8372558361124345,0.6969985707479752,0.9874225821819914,2.463521660955966,0.24749163879598662,2,3,5
75,All labs,0.8475905206589728,0.6469033565324641,0.9865210113646374,1.9349373792942783,0.2508361204013378,2,3,6
75,Unknown Engineered only,1,0.8726635514018691,1,1.1095183555687926,0.2508361204013378,2,3,6
75,Known labs only,0.8351595998094331,0.6284897570271558,0.9854216293473083,2.0247291649441603,0.2508361204013378,2,3,6
76,All labs,0.8464452471147916,0.6691040436965906,0.8662672892256189,4.105177468103615,0.25418060200668896,2,3,6
76,Unknown Engineered only,0.9988317757009346,0.8843457943925234,0.9988317757009346,1.1035583971254335,0.25418060200668896,2,3,6
76,Known labs only,0.8340161981896141,0.6515483563601715,0.8554549785612197,4.569476143630272,0.25418060200668896,2,3,6
77,All labs,0.8445951898511145,0.6322790943529204,0.9444982820896838,3.005217041475032,0.25752508361204013,2,3,6
77,Unknown Engineered only,0.991822429906542,0.5315420560747663,0.991822429906542,1.658336744528699,0.25752508361204013,2,3,6
77,Known labs only,0.8325869461648404,0.6404954740352549,0.9406383992377323,3.1545366192199684,0.25752508361204013,2,3,6
78,All labs,0.8442427979913664,0.6559774469209761,1,1.6294364574330307,0.2608695652173913,2,3,6
78,Unknown Engineered only,1,0.9182242990654206,1,1.0609598870882142,0.2608695652173913,2,3,6
78,Known labs only,0.8315388280133397,0.6345878989995236,1,1.6874685515878707,0.2608695652173913,2,3,6
79,All labs,0.8435380142718704,0.6177429301383138,1,1.663485554461864,0.26421404682274247,2,3,6
79,Unknown Engineered only,1,0.8644859813084113,1,1.1091601685006587,0.26421404682274247,2,3,6
79,Known labs only,0.8307765602667937,0.5976179132920438,1,1.7193966659218394,0.26421404682274247,2,3,6
80,All labs,0.8429213285173113,0.6754470971720553,0.9994714122103779,1.922940793272456,0.26755852842809363,2,3,6
80,Unknown Engineered only,0.9988317757009346,0.8072429906542056,0.9988317757009346,1.182146123928226,0.26755852842809363,2,3,6
80,Known labs only,0.8302048594568843,0.6646974749880896,0.9995235826584088,2.000781541839445,0.26755852842809363,2,3,6
81,All labs,0.8423927407276892,0.6632014800458109,0.894634833935336,4.008744438190933,0.2709030100334448,2,3,6
81,Unknown Engineered only,0.9906542056074766,0.5957943925233645,0.9906542056074766,1.582315897144783,0.2709030100334448,2,3,6
81,Known labs only,0.8303001429252025,0.6686993806574559,0.8868032396379228,4.32450546011148,0.2709030100334448,2,3,6
82,All labs,0.8421284468328781,0.5870848383402344,0.6795877015240948,5.80357533549233,0.27424749163879597,2,3,6
