prediction_track_ranking,ranking_quantile,ranking_quintile,ranking_decile,ranking_vigintile,exp_calibration_error,max_calibration_error,macro_precision,macro_recall,macro_f1,n_entries,accuracy_top1,accuracy_top5,accuracy_top10,accuracy_top20,X80,X90,X95,X99
131,0.43812709030100333,3,5,9,0.128132086406533,0.368002296587926,0.9209001701632328,0.5129579745176444,0.6996507220688424,12,0.6085807417848648,0.7711214870936481,0.7986080521539952,0.8261827151792793,11,1314,1314,1314
132,0.4414715719063545,3,5,9,0.0629477579067923,0.129432739059968,0.6499161209622163,0.4542589348246551,0.6074154511581883,25,0.5427715619769183,0.7463659589463484,0.7982556602942472,0.8275041846533345,11,1314,1314,1314
133,0.44481605351170567,3,5,9,0.371360643036842,0.555471871630555,0.755592381693035,0.5361773144825736,0.6604418118841839,15,0.5985375737820456,0.7568496167738525,0.7975508765747511,0.8337591401638622,11,78,223,1145
134,0.44816053511705684,3,5,9,0.192042970927672,0.389047220168067,0.7197571975816135,0.49733623212748823,0.6388790686866233,11,0.5959827327988724,0.7514756409126949,0.7974627786098141,0.8339353360937363,11,74,229,1314
135,0.451505016722408,3,5,10,0.0702164239135759,0.119547205992439,0.8845576251623135,0.43787850254737987,0.6624150037376002,8,0.5594220773500133,0.7483922121398996,0.796669896925381,0.8372830587613426,11,64,189,848
136,0.45484949832775917,3,5,10,0.299022868450357,0.579003625439137,0.7332526930388208,0.5610081710821356,0.6758244578736867,7,0.619592987401991,0.7526209144568761,0.796053211170822,0.8303233195313189,11,80,244,813
137,0.45819397993311034,3,5,10,0.421156502375781,0.616768617271425,0.7043725873881413,0.5929538627748908,0.6409176289217569,27,0.6094617214342348,0.7483922121398996,0.7905030393797903,0.8262708131442164,12,82,207,706
138,0.46153846153846156,3,5,10,0.0305556548091436,0.116354139280026,0.7767305161175702,0.4397867580890155,0.6605448636948377,2,0.5501717910316272,0.7285701700290723,0.7885648841511761,0.8384283323055237,12,58,185,1073
139,0.46488294314381273,3,5,10,0.0260942499033116,0.0917216428947932,0.8392652101689928,0.5067574703358834,0.6848382283492194,16,0.6204739670513612,0.7510351510880099,0.787683904501806,0.8189586820544446,14,120,302,776
140,0.4682274247491639,3,5,10,0.0785303419186856,0.157916978189438,0.8320739550380029,0.42850970234014624,0.6386102438707664,3,0.5277949079376266,0.7202008633600564,0.7777288344639239,0.8211611311778698,14,82,220,689
141,0.47157190635451507,3,5,10,0.160835682795348,0.25990032942959,0.6139976861309911,0.4825772547947696,0.6097911722640718,12,0.5496432032420051,0.7286582679940093,0.7768478548145538,0.8168443308959563,15,98,290,912
142,0.47491638795986624,3,5,10,0.18130115969129,0.40849369713516,0.7813517358280128,0.4639842010902545,0.6286625969683256,4,0.5443573253457845,0.7406395912254427,0.7724429565677032,0.8215135230376178,16,79,228,684
143,0.4782608695652174,3,5,10,0.0373630138313805,0.116005610942249,0.7898990694937357,0.36373369353114515,0.6199816094920646,1,0.49237952603294866,0.7137697119196547,0.769711919654656,0.8211611311778698,16,75,218,1314
144,0.4816053511705686,3,5,10,0.110530804209813,0.309054905725043,0.8772460390535852,0.4587982802021147,0.6675350540226832,5,0.5697295392476434,0.7325345784512378,0.7682142542507268,0.7927935864681526,24,1314,1314,1314
145,0.48494983277591974,3,5,10,0.519808567975547,0.784715244085064,0.6652498299313313,0.5865779572669073,0.6269585717429682,5,0.5979208880274866,0.7302440313628755,0.7680380583208528,0.7999295216280504,21,134,380,903
146,0.4882943143812709,3,5,10,0.0623216983018236,0.0977527162704174,0.8233993897119569,0.4330392173912306,0.6377721453645916,7,0.5209232666725399,0.7183508060963791,0.7676856664611047,0.8148180777024051,16,92,231,730
147,0.4916387959866221,3,5,10,0.16450235646551,0.295717745419223,0.5701319199386844,0.39049803616015216,0.5924334622086758,4,0.5151968989516342,0.7035503479869615,0.7635450621090653,0.8179015064752004,17,70,186,729
148,0.49498327759197325,3,5,10,0.400212712044754,0.570238374940813,0.9132041981909195,0.21534682004247557,0.6059813957358244,3,0.407100695973923,0.7100695973923002,0.7633688661791913,0.8134966082283499,17,92,256,753
149,0.4983277591973244,3,5,10,0.0810799211466851,0.345066501714013,0.8738453354194685,0.12111832596089304,0.6224302124586928,4,0.3325698176372126,0.6826711302968902,0.7630164743194432,0.8174610166505154,16,71,206,1314
150,0.5016722408026756,3,6,11,0.157259824025181,0.400560088946225,0.8597859980450354,0.36555320634053234,0.6052257725087212,5,0.478107655713153,0.707779050303938,0.7623116905999472,0.7975508765747511,21,83,224,691
151,0.5050167224080268,3,6,11,0.380699188953312,0.57972245071595,0.6578547034448262,0.5552556737421371,0.6032202597017783,8,0.5704343229671395,0.7176460223768831,0.7617831028103251,0.8043344198749008,19,98,244,737
152,0.5083612040133779,3,6,11,0.330317590956468,0.590086976459391,0.5611368544900708,0.59487700185315,0.5912933939495478,9,0.575279711038675,0.7174698264470091,0.7608140251960179,0.8038939300502158,19,103,233,1314
153,0.5117056856187291,3,6,11,0.177197779976712,0.384515897970508,0.2510112999725155,0.10745888794151195,0.4240573050268197,6,0.16139547176460223,0.7407276891903797,0.7593163597920888,0.760197339441459,1314,1314,1314,1314
154,0.5150501672240803,3,6,11,0.134671349701874,0.268393245445404,0.9062481636039349,0.4186388192934857,0.6465210871914504,4,0.5428596599418554,0.7180865122015682,0.7586996740375297,0.7947317416967669,23,165,404,1086
155,0.5183946488294314,3,6,11,0.123737541592309,0.268014723610451,0.7151571831849948,0.5149261966516271,0.6336032587457623,19,0.557660118051273,0.7134173200599067,0.7565853228790415,0.7924411946084046,24,138,339,829
156,0.5217391304347826,3,6,11,0.0645960646434278,0.138154289981192,0.5766415041119041,0.3872545193419924,0.584594593855822,9,0.4982820896837283,0.6883094000528588,0.7563210289842305,0.8168443308959563,17,63,158,590
157,0.5250836120401338,3,6,11,0.415376252252039,0.823548621190131,0.24133356220723343,0.09621333593298505,0.42421363270612267,12,0.14271870319795613,0.5559862567174698,0.7546471676504273,0.7546471676504273,1314,1314,1314,1314
158,0.5284280936454849,3,6,11,0.415376252252039,0.823548621190131,0.24133356220723343,0.09621333593298505,0.42421363270612267,8,0.14271870319795613,0.5559862567174698,0.7546471676504273,0.7546471676504273,1314,1314,1314,1314
159,0.5317725752508361,3,6,11,0.0629009362170734,0.193614193018481,0.695668899248248,0.40905794294216485,0.592822788689221,4,0.5196898951634217,0.6999383314245441,0.7484803101048366,0.8023962646462867,20,150,1314,1314
160,0.5351170568561873,3,6,11,0.453090991041573,0.84680289401642606,0.2080496289880519,0.08172285213348365,0.39634398814108895,3,0.12439432649105805,0.5704343229671395,0.7475112324905294,0.7475112324905294,1314,1314,1314,1314
161,0.5384615384615384,3,6,11,0.457046373365342,0.457046373365342,0.6124126011768601,0.4541245771802195,0.598216723578671,6,0.5262972425336975,0.6935071799841424,0.7457492731917893,0.7923530966434675,23,116,321,844
162,0.5418060200668896,3,6,11,0.136942111305964,0.242906139343936,0.5599671360725709,0.3945990160347857,0.5778238011310305,6,0.48436261122368074,0.6824949343670161,0.7453087833671043,0.7956127213461369,22,101,277,835
163,0.5451505016722408,3,6,11,0.069526195908465,0.140899343514408,0.7068452417611385,0.33220100373986206,0.6218505395791477,2,0.49158664434851557,0.6844330895956303,0.743458726103427,0.7950841335565149,22,105,259,736
164,0.5484949832775919,3,6,11,0.107119055727634,0.405842722283274,0.945330335761839,0.2105746555489958,0.6014517938947606,2,0.39450268698793056,0.6934190820192053,0.7425777464540569,0.78786010043168,25,117,292,976
165,0.5518394648829431,3,6,12,0.0739729666989693,0.138337417997097,0.6054134640443048,0.38437068416407466,0.6057042006299806,7,0.4885032155757202,0.6752709012421813,0.7409038851202537,0.7985199541890582,21,90,259,1314
166,0.5551839464882943,3,6,12,0.155522816220211,0.264942225223313,0.5439571988855205,0.3618939430161316,0.5420456216383387,1,0.4652453528323496,0.6739494317681262,0.7393181217513876,0.796229407100696,22,98,277,891
167,0.5585284280936454,3,6,12,0.141907032580003,0.295909059792446,0.8715829329067725,0.43616429431053505,0.6339053653540927,4,0.5418905823275483,0.6978239802660559,0.7376442604175844,0.7646903356532464,45,411,856,1256
168,0.5618729096989966,3,6,12,0.384990191098381,0.629951052393055,0.5597305735210785,0.5300421315319636,0.5812821125073065,4,0.556779138401903,0.6865474407541186,0.7305964232226235,0.7750858955158136,31,165,305,760
169,0.5652173913043478,3,6,12,0.0413275467963098,0.113328028669829,0.6894711371987786,0.33252961979760437,0.60499837697444,7,0.43590873050832524,0.6640824596951811,0.7291868557836314,0.7846885736939476,24,95,255,886
170,0.568561872909699,3,6,12,0.0942622276824949,0.15522785527897,0.6217336567567917,0.32926396270912517,0.5775073796405293,2,0.44921152321381375,0.6602942472028897,0.725134349396529,0.7905030393797903,22,73,187,613
171,0.5719063545150501,3,6,12,0.238657105742356,0.455989171305393,0.7534868545496134,0.46295103387267456,0.6170568392731983,1,0.5105277068099727,0.6610871288873227,0.7242533697471588,0.7646022376883094,36,225,469,1037
172,0.5752508361204013,3,6,12,0.159157783455202,0.224377791959158,0.5554649670873636,0.4444228892499127,0.5753058220301949,4,0.49132235045370454,0.7225795084133556,0.7225795084133556,0.7225795084133556,1314,1314,1314,1314
173,0.5785953177257525,3,6,12,0.0508585289699289,0.833333333333333,0.6439432281718507,0.48216820966067175,0.6066210031729441,7,0.5380142718703198,0.6560655448859132,0.7191436877808123,0.7191436877808123,1314,1314,1314,1314
174,0.5819397993311036,3,6,12,0.0514966366866246,0.15782240990269,0.6201267476146386,0.44649647543074683,0.6051052097125467,2,0.5336974715884063,0.6729803541538191,0.716941238657387,0.7480398202801515,173,980,1314,1314
175,0.5852842809364549,3,6,12,0.227440447180257,0.453345212079603,0.7044752193470123,0.6253142909545235,0.6769809994596724,3,0.6602061492379526,0.6971191965465597,0.7053123072857017,0.7136816139547176,1314,1314,1314,1314
176,0.5886287625418061,3,6,12,0.0273575843101048,0.0777307649056604,0.645649339756796,0.2986715735911759,0.5890327048042946,3,0.43740639591225444,0.6335124658620386,0.7038146418817726,0.7637212580389393,31,112,241,682
177,0.5919732441471572,3,6,12,0.100718400688986,0.358371526040797,0.4699145330187062,0.3535165029696338,0.5167730666393184,7,0.4319443220861598,0.6587084838340235,0.7021407805479694,0.7457492731917893,47,1314,1314,1314
178,0.5953177257525084,3,6,12,0.0488125942272363,0.146493247529404,0.5787107799328999,0.28007721516846745,0.5698922524231333,10,0.4037529733063166,0.6261122368073297,0.7016121927583473,0.7642498458285614,32,105,241,973
179,0.5986622073578596,3,6,12,0.374895620852143,0.468464041462706,0.19475300616148047,0.0903125552632698,0.3565430797735192,3,0.18500572636772092,0.6358030129504009,0.7013478988635362,0.7631926702493173,31,124,283,971
180,0.6020066889632107,4,7,13,0.194614918656845,0.385490551004938,0.8775165394520908,0.3838958976064643,0.6467962117677869,6,0.5276187120077526,0.6650515373094882,0.7010836049687252,0.7180865122015682,136,616,971,1294
181,0.6053511705685619,4,7,13,0.0582941398114704,0.112155703163017,0.7821291623239106,0.25403219869465965,0.5978136883013365,11,0.4299180688926086,0.6257598449475817,0.6831116201215752,0.7425777464540569,45,194,447,1314
182,0.6086956521739131,4,7,13,0.0827649022112589,0.128431081712062,0.4457228535814923,0.524458453910067,0.5298167278960294,17,0.45863800546207384,0.6179191260681878,0.67324464804863,0.725134349396529,46,130,317,1314
183,0.6120401337792643,4,7,13,0.376480608250635,0.742948212278142,0.5097109199039109,0.47926365879639554,0.5153433827774578,14,0.45907849528675887,0.6147475993304554,0.6730684521187561,0.7237247819575368,60,239,390,814
184,0.6153846153846154,4,7,13,0.281677891809796,0.479952126658768,0.40830618861489093,0.28643494583229623,0.461447576010274,17,0.38445951898511144,0.5766892784776672,0.6596775614483306,0.7337679499603559,37,107,244,712
185,0.6187290969899666,4,7,13,0.0728292374472734,0.233386125597668,0.4374958103306988,0.21978816661189757,0.4872886740660506,3,0.31274777552638533,0.5721081843009427,0.654479781517047,0.7266320148004581,45,133,273,756
186,0.6220735785953178,4,7,13,0.13456045635591601,0.346638223871734,0.575803206185921,0.29304234551325853,0.5418305769774221,15,0.42877279534842744,0.5920183243767069,0.6538630957624879,0.717029336622324,49,156,337,876
187,0.6254180602006689,4,7,13,0.13188047719514,0.247688935480237,0.4632581273706961,0.38328384258426706,0.4941695950219817,13,0.39855519337503303,0.583737115672628,0.6485772178662673,0.7101576953572373,55,174,271,730
188,0.6287625418060201,4,7,13,0.455959002422648,0.828850904917429,0.6362807902558097,0.5944069079490157,0.608529886827296,2,0.5428596599418554,0.6280503920359439,0.6400317152673773,0.6493700995507004,1314,1314,1314,1314
189,0.6321070234113713,4,7,13,0.129570532984308,0.259056102801866,0.6547938800152824,0.2118505922372882,0.5489114668592601,3,0.3743282530173553,0.5655008369306669,0.6327195841776055,0.6965025107920007,65,196,392,902
190,0.6354515050167224,4,7,13,0.359776162408901,0.748869975424518,0.5430500597293457,0.4460380563912022,0.5010614932857297,3,0.4136199453792617,0.5749273191789269,0.6321028984230465,0.6896308695269139,78,298,458,890
191,0.6387959866220736,4,7,13,0.118826442590818,0.218629617704686,0.353123949298773,0.13704185673756195,0.4347177133678932,3,0.30235221566381815,0.530878336710422,0.6271694123865739,0.7095410096026782,1314,1314,1314,1314
192,0.6421404682274248,4,7,13,0.213042080464055,0.594827205176765,0.876258527402763,0.15080568051279736,0.5963750089794774,3,0.3282530173552991,0.5478812439432649,0.6155404810148886,0.6920095145802132,59,168,329,900
193,0.6454849498327759,4,7,13,0.134056701699341,0.28521786770903,0.4954495947795334,0.1482723889930614,0.47998614635054426,3,0.2635010131265968,0.5153730948815083,0.6142190115408334,0.7041670337415206,45,97,195,565
194,0.6488294314381271,4,7,13,0.35020738551928,0.763215161938587,0.567213796561821,0.4303256858571653,0.4970361768692136,1,0.39344551140868644,0.5496432032420051,0.611047484803101,0.6685754559069685,92,293,464,907
195,0.6521739130434783,4,7,14,0.303095042603797,0.508787807415832,0.6773985395046491,0.3029258069387335,0.5479495575489082,3,0.4007576424984583,0.5604792529292574,0.6090212316095498,0.6537749977975509,203,596,913,1210
196,0.6555183946488294,4,7,14,0.21917109260629,0.436739714787234,0.6305742846034681,0.32227921362024703,0.5586900875033541,12,0.42269403576777376,0.55774821601621,0.6047044313276363,0.6506034710598185,137,356,595,1048
197,0.6588628762541806,4,7,14,0.0657332938067131,0.179894412610063,0.5663807106478599,0.13260442717629237,0.5022151558522495,1,0.26332481719672274,0.5075323760021143,0.6004757290106598,0.6802043872786538,51,151,367,1314
198,0.6622073578595318,4,7,14,0.0967865322133422,0.393506586074829,0.5240518651715269,0.13781707352363134,0.48146656677477223,2,0.26156285789798256,0.4973130120694212,0.5987137697119197,0.6869879305788036,50,119,241,764
199,0.6655518394648829,4,7,14,0.108491786836372,0.330595087147221,0.5057231099899988,0.13656010729035453,0.47491752692021827,7,0.2649105805655889,0.5033036736851378,0.5973042022729275,0.6760637829266144,70,1314,1314,1314
200,0.6688963210702341,4,7,14,0.170445928731125,0.347726375042553,0.6423095506278964,0.2850507750664847,0.542102315800095,3,0.4023434058673245,0.5480574398731389,0.5961589287287463,0.6405603030569994,284,989,1223,1290
201,0.6722408026755853,4,7,14,0.0428244207558805,0.0428244207558805,0.10314574622693781,0.03504761574842816,0.18734087024437238,3,0,0,0.5945731653598801,0.5945731653598801,1314,1314,1314,1314
202,0.6755852842809364,4,7,14,0.230605957122632,0.419575498085106,0.5925562729201068,0.2523464147686471,0.5432515686153923,2,0.3928288256541274,0.5241828913752092,0.5737820456347459,0.6238216897189675,156,391,633,1100
203,0.6789297658862876,4,7,14,0.0426566518919057,0.19988975117126,0.6665865138372473,0.09046137719459488,0.5454122258384354,9,0.2946876927142983,0.5102634129151616,0.5726367720905647,0.6416174786362435,97,257,461,909
204,0.6822742474916388,4,7,14,0.15688206133185,0.378044509369394,0.442827359349031,0.14084689034292963,0.4365575100886233,1,0.24596951810413178,0.47907673332746015,0.5684961677385253,0.6590608756937715,66,151,313,901
205,0.68561872909699,4,7,14,0.0975971779349837,0.19996984968421,0.4386900403793591,0.13761893511908302,0.5318617198264429,5,0.3239362170733856,0.4949343670161219,0.5648841511761078,0.6343053475464717,92,237,411,844
206,0.6889632107023411,4,7,14,0.0892836813585816,0.36230542643748,0.6860974357088069,0.08434737300579197,0.5245979022101502,2,0.23971456259360407,0.4810148885560743,0.5561624526473439,0.6327195841776055,62,133,245,1314
207,0.6923076923076923,4,7,14,0.0667061772691233,0.0667061772691233,0.4482857000851893,0.07861559282681413,0.473890001188108,2,0.24852435908730508,0.46559774469209764,0.5496432032420051,0.5496432032420051,1314,1314,1314,1314
208,0.6956521739130435,4,7,14,0.0917662467905493,0.515121868737831,0.41537973116981164,0.06767954645622529,0.4493085899541904,1,0.21354946700731214,0.44066602061492377,0.5300854550259889,0.6156285789798256,81,188,337,871
209,0.6989966555183946,4,7,14,0.162322987571797,0.25610428354327,0.6467512147402178,0.14793311993097488,0.5289997112492689,8,0.3321293278125275,0.4793410272222712,0.5262091445687604,0.5529909259096115,557,940,1173,1304
210,0.7023411371237458,4,8,15,0.2746723221604,0.802948468641139,0.3987141476849762,0.329415758501106,0.4273475890757851,1,0.3026165095586292,0.45449740111003434,0.5250638710245793,0.5913135406572109,186,444,574,967
211,0.705685618729097,4,8,15,0.238142046515726,0.616083698630137,0.4508454181230509,0.2877202704731296,0.46091091154534175,6,0.33574134437494496,0.47643379437934985,0.5235662056206501,0.5660294247202889,1314,1314,1314,1314
212,0.7090301003344481,4,8,15,0.270005710342461,0.82301987674389,0.3684739182359844,0.3077104348684193,0.4012462890701188,2,0.2928376354506211,0.4434851554929081,0.5222447361465951,0.5828561360232578,194,466,601,1008
213,0.7123745819397993,4,8,15,0.0751945479312016,0.550012692043348,0.4544678157685844,0.08278969012207141,0.43989166833115007,2,0.2142542507268082,0.4292132851731125,0.5184565236543036,0.6034710598185182,100,228,486,1314
214,0.7157190635451505,4,8,15,0.0255142703288257,0.119688913311475,0.35605999468516536,0.3426127388613786,0.4836464628989058,6,0.2991806889260858,0.4576689278477667,0.5180160338296186,0.575984494758171,122,245,404,985
215,0.7190635451505016,4,8,15,0.139878591488856,0.218399179283519,0.4029247354454811,0.22028223331359473,0.408790231008868,4,0.20500396440842217,0.4136199453792617,0.513434939652894,0.6037353537133292,73,159,261,867
216,0.7224080267558528,4,8,15,0.125648690157943,0.449571290991458,0.6207340304959261,0.049426682382549686,0.46654635848396125,9,0.2346929785921945,0.45000440489824683,0.5108800986697207,0.5768654744075412,138,340,548,956
217,0.725752508361204,4,8,15,0.493229583296626,0.493229583296626,0.6429440894869167,0.43423278476782157,0.586164793614912,3,0.5057704167033742,0.5057704167033742,0.5057704167033742,0.5057704167033742,1314,1314,1314,1314
218,0.7290969899665551,4,8,15,0.49942736322791,0.499427363227909,0.6896309014526121,0.37304844802619846,0.6069686484231391,1,0.5005726367720905,0.5005726367720905,0.5005726367720905,0.5005726367720905,1314,1314,1314,1314
219,0.7324414715719063,4,8,15,0.117914654401532,0.327341175302927,0.4523946993892678,0.11032778517039972,0.4571427992679158,3,0.2725751035151088,0.43767068980706547,0.4965201303849881,0.5524623381199895,338,848,1163,1271
220,0.7357859531772575,4,8,15,0.41166417495626,0.649791476777398,0.3411794786222173,0.24521877658761745,0.4405759472927733,2,0.2943353008545503,0.4307990485419787,0.48964848911990133,0.5565148445070919,153,393,663,1113
221,0.7391304347826086,4,8,15,0.260178083710814,0.260178083710814,0.44983316056474476,0.3071079329185712,0.41464760163764053,2,0.2699321645669985,0.42066778257422255,0.4893841952250903,0.5535195136992336,212,428,528,895
222,0.7424749163879598,4,8,15,0.235961918785227,0.846468995150208,0.3866819327013956,0.27639380528686136,0.39072339203617457,2,0.2504625143159193,0.40595542242974186,0.4785481455378381,0.5458549907497137,236,495,657,1030
223,0.745819397993311,4,8,15,0.111382815754295,0.393221589745223,0.4218452420834979,0.056326128370981256,0.45391851305796466,3,0.1981323231433354,0.397850409655537,0.47414324729098756,0.5587172936305171,178,744,1221,1291
224,0.7491638795986622,4,8,15,0.0793777246204501,0.499052887102733,0.8474380557655001,0.025780484085029656,0.5624828643819164,5,0.18870584089507533,0.398114703550348,0.4648929609726015,0.548586027662761,143,328,567,1141
225,0.7525083612040134,4,8,16,0.028018615628579,0.144602822222222,0.3167271111963597,0.19495952855848392,0.4003009926539291,2,0.18262708131442162,0.3621707338560479,0.4609285525504361,0.5573958241564619,119,202,340,753
226,0.7558528428093646,4,8,16,0.114998446128126,0.669835269998059,0.5415544708182256,0.03074581074371699,0.44727765042098494,1,0.19099638798343757,0.38260946172143423,0.4467447801955775,0.5066513963527443,184,406,603,995
227,0.7591973244147158,4,8,16,0.205740451179707,0.812280764068426,0.32578468284110695,0.22972347850104402,0.3759791063932418,2,0.21548762223592635,0.35591577834552024,0.44551140868645933,0.5154611928464452,295,582,732,1040
228,0.7625418060200669,4,8,16,0.178654565299596,0.558121416617723,0.38183835960182994,0.1080437811712692,0.40316230566190864,1,0.25883182098493523,0.3902739846709541,0.442427979913664,0.5052418289137521,271,763,1314,1314
229,0.7658862876254181,4,8,16,0.205024768294926,0.845669164714861,0.34440666509759166,0.23359721881094883,0.3829950475539697,1,0.21522332834111532,0.36243502775085895,0.442163686018853,0.5092943353008546,300,582,729,1045
230,0.7692307692307693,4,8,16,0.191951466173683,0.784983703803696,0.2990410365236119,0.2156317846593925,0.35260602784111805,1,0.20236102546031187,0.3635803012950401,0.4379349837018765,0.513523037617831,296,563,711,1039
231,0.7725752508361204,4,8,16,0.227478440266479,0.853763166022324,0.35687628948425715,0.2526313616795649,0.38220068489003395,2,0.2346048806272575,0.3553871905558982,0.42797991366399435,0.5004845388071536,413,777,831,1087
232,0.7759197324414716,4,8,16,0.0735211442466743,0.231663807087379,0.6167528994851251,0.04120450287942496,0.5860838266188263,2,0.21998061844771385,0.36269932164567,0.42005109681966346,0.47599330455466476,327,652,927,1224
233,0.7792642140468228,4,8,16,0.0965817490733803,0.231535617947566,0.32198424015097693,0.045167134872951535,0.3887178230473981,2,0.1795436525416263,0.3445511408686459,0.406836402079112,0.46498105893753855,454,934,1170,1279
234,0.782608695652174,4,8,16,0.0682092127888602,0.530089083659493,0.7723212162677353,0.01240389612803018,0.6142544261136544,2,0.16439080257246058,0.3293982908994802,0.4046339529556867,0.4718527002026253,192,333,519,1007
235,0.7859531772575251,4,8,16,0.144844910078679,0.782320253522174,0.38169875268306974,0.16828066630644845,0.3714467657664915,2,0.16430270460752355,0.3167121839485508,0.40137432825301733,0.4985463835785393,221,464,564,991
236,0.7892976588628763,4,8,16,0.135434455876075,0.665632822627724,0.44040197520351915,0.018295463895946888,0.39669914374712345,1,0.15232138137609022,0.3283411153202361,0.3907144744956392,0.4536164214606643,232,439,631,1000
237,0.7926421404682275,4,8,16,0.0754768207872434,0.660123833333333,0.4548987570107976,0.016505164786523873,0.5053278028698462,1,0.16668134966082285,0.3223504537045194,0.380583208527883,0.4467447801955775,260,456,641,1016
238,0.7959866220735786,4,8,16,0.0722404233582063,0.255404517123288,0.38718806373230746,0.02090946515199366,0.48401280334870345,1,0.17320059906616156,0.3228790414941415,0.3723900977887411,0.41978680292485243,563,864,1018,1142
239,0.7993311036789298,4,8,16,0.178050202001697,0.620357849636445,0.3279542250726427,0.18934020420710063,0.37281433410271475,2,0.1823627874196106,0.3108096202977711,0.36921857105100875,0.4613690423751211,413,730,799,1060
240,0.802675585284281,5,9,17,0.173923300512342,0.561956931062965,0.3245374603308661,0.18824379484535234,0.362225485474878,1,0.17822218306757115,0.3071095057704167,0.3682494934367016,0.4566998502334596,416,745,804,1066
241,0.8060200668896321,5,9,17,0.117309656793403,0.920774224202798,0.18126686391321695,0.12457194991526702,0.27260187601100533,1,0.12113470178838869,0.29442339881948726,0.36340410536516604,0.4669192141661528,249,504,597,1161
242,0.8093645484949833,5,9,17,0.142803344897366,0.587865906666667,0.2683783425555295,0.14805590274298816,0.33584901799930145,1,0.14729979737468066,0.2945995947493613,0.3558276803805832,0.42947757906792355,423,719,792,1052
243,0.8127090301003345,5,9,17,0.115910398910517,0.115910398910517,0.2217178463724847,0.1180717027088645,0.3092568757185197,1,0.11910844859483746,0.2823539776231169,0.3549467007312131,0.4481543476345696,264,481,617,967
244,0.8160535117056856,5,9,17,0.135854312396425,0.562459108430613,0.2840749886101037,0.1423612685913123,0.33468996301265785,1,0.14034005814465686,0.28887322702845564,0.3519513699233548,0.42621795436525417,425,722,795,1066
245,0.8193979933110368,5,9,17,0.137268189370049,0.525783749936571,0.26067626165543717,0.140024581784127,0.31331714790202275,1,0.14183772354858604,0.2816491939036208,0.35177517399348074,0.44965201303849883,414,728,797,1066
246,0.822742474916388,5,9,17,0.134467608263103,0.638918619730344,0.25109778574202896,0.13709327632422208,0.33965138882612617,2,0.1389304907056647,0.27548233635803016,0.34587261034270106,0.43775878777200244,423,711,789,1062
247,0.8260869565217391,5,9,17,0.138124259996504,0.50292677214129,0.24756612904454964,0.13545907630209436,0.31613723371606006,2,0.1425425072680821,0.27971103867500663,0.3457845123777641,0.4322086159809708,424,738,802,1066
248,0.8294314381270903,5,9,17,0.132910769201122,0.91445013686512,0.2576686640733285,0.14300980533754842,0.33575063245412945,2,0.13752092326667253,0.2780371773412034,0.3441106510439609,0.4211963703638446,428,721,791,1064
249,0.8327759197324415,5,9,17,0.136811090081823,0.625490552093749,0.25248833781443497,0.13835881287051405,0.32822270108481977,2,0.14122103779402695,0.2805039203594397,0.3433177693595278,0.42445599506651394,423,701,783,1067
250,0.8361204013377926,5,9,17,0.132008669679239,0.589766781347855,0.2528931002457412,0.1375111330805219,0.3275602308021699,2,0.13646374768742842,0.2785657651308255,0.34322967139459076,0.4227821337327108,442,751,805,1077
251,0.8394648829431438,5,9,17,0.137126002916489,0.756427120535859,0.2621805875752163,0.13832204663146858,0.3199760844602444,1,0.141573429653775,0.27918245088538457,0.3423486917452207,0.4223416439080257,439,730,800,1059
252,0.842809364548495,5,9,17,0.143181878220524,0.913146513774063,0.2760887531911991,0.14809229876615768,0.3267944729317372,1,0.1476521892344287,0.28015152849969166,0.3416439080257246,0.42604175843538017,427,741,804,1052
253,0.8461538461538461,5,9,17,0.144542892234056,0.506200821920564,0.2518641961871031,0.14421673259001475,0.33824209452870563,1,0.14897365870848384,0.2753942383930931,0.3412915161659766,0.42207735001321467,432,747,806,1075
254,0.8494983277591973,5,9,17,0.134866596428165,0.535702691105774,0.2470448092966938,0.1429638700580999,0.33302109951101505,1,0.13928288256541274,0.2775966875165184,0.3411153202361025,0.424632190996388,415,713,796,1068
255,0.8528428093645485,5,9,18,0.134753028838202,0.531718464814902,0.2584317520937214,0.13794298460574342,0.33609978772208776,1,0.13919478460047574,0.2753061404281561,0.34102722227116555,0.43590873050832524,430,745,798,1070
256,0.8561872909698997,5,9,18,0.120243370376388,0.64087325307047,0.2359189293135853,0.1380961556344742,0.31215645227158934,1,0.12465862038586908,0.2768919037970223,0.34058673244648047,0.4344991630693331,435,723,796,1067
257,0.8595317725752508,5,9,18,0.127661615367117,0.524501155878447,0.23874739705019005,0.13310298798987463,0.3221169155122835,1,0.13214694740551494,0.26825830323319533,0.3404986344815435,0.4224297418729627,435,734,791,1077
258,0.862876254180602,5,9,18,0.128427316439435,0.902234049515276,0.25732173023992594,0.13242173311876787,0.3378685776008249,2,0.132851731125011,0.27486565060347107,0.33847238128799223,0.4201391947846005,415,707,793,1063
259,0.8662207357859532,5,9,18,0.132101158811027,0.641511646884666,0.2442732699114363,0.13706149375078835,0.32287362858270924,1,0.13655184565236542,0.2765395119372743,0.336622324024315,0.4258655625055061,439,744,802,1079
260,0.8695652173913043,5,9,18,0.130981890627361,0.564101862536088,0.26286980060625814,0.13244855208192544,0.3303967665149253,2,0.1354065721081843,0.2735441811294159,0.336269932164567,0.4148533168883799,439,734,801,1061
