source,accuracy_top_n,n
GEAC (3rd place),0.9344551140868645,869
GEAC (4th place),0.9985904325610079,869
GEAC Ensemble,0.9993833142454409,869
Nielsen & Voigt (2018),0.9878424808386926,869
Alley et al. (2020),0.9856400317152674,870
"BLAST (Alley et al., corrected)",0.9521628050392036,870
"BLAST (Alley et al., original)",0.9050303937979033,870
BLAST (new),0.9521628050392036,870
GEAC (1st place),0.9985023345960709,870
GEAC (2nd place),0.9985023345960709,870
GEAC (3rd place),0.9344551140868645,870
GEAC (4th place),0.9985904325610079,870
GEAC Ensemble,0.9993833142454409,870
Nielsen & Voigt (2018),0.9878424808386926,870
Alley et al. (2020),0.9857281296802044,871
"BLAST (Alley et al., corrected)",0.9521628050392036,871
"BLAST (Alley et al., original)",0.9050303937979033,871
BLAST (new),0.9521628050392036,871
GEAC (1st place),0.9985023345960709,871
GEAC (2nd place),0.9985023345960709,871
GEAC (3rd place),0.9344551140868645,871
GEAC (4th place),0.9985904325610079,871
GEAC Ensemble,0.9993833142454409,871
Nielsen & Voigt (2018),0.9878424808386926,871
Alley et al. (2020),0.9857281296802044,872
"BLAST (Alley et al., corrected)",0.9521628050392036,872
"BLAST (Alley et al., original)",0.9050303937979033,872
BLAST (new),0.9521628050392036,872
GEAC (1st place),0.9985904325610079,872
GEAC (2nd place),0.9985023345960709,872
GEAC (3rd place),0.9344551140868645,872
GEAC (4th place),0.9985904325610079,872
GEAC Ensemble,0.9993833142454409,872
Nielsen & Voigt (2018),0.9878424808386926,872
Alley et al. (2020),0.9859043256100785,873
"BLAST (Alley et al., corrected)",0.9521628050392036,873
"BLAST (Alley et al., original)",0.9050303937979033,873
BLAST (new),0.9521628050392036,873
GEAC (1st place),0.9985904325610079,873
GEAC (2nd place),0.9985023345960709,873
GEAC (3rd place),0.9344551140868645,873
GEAC (4th place),0.9985904325610079,873
GEAC Ensemble,0.9993833142454409,873
Nielsen & Voigt (2018),0.9878424808386926,873
Alley et al. (2020),0.9859924235750154,874
"BLAST (Alley et al., corrected)",0.9521628050392036,874
"BLAST (Alley et al., original)",0.9050303937979033,874
BLAST (new),0.9521628050392036,874
GEAC (1st place),0.9985904325610079,874
GEAC (2nd place),0.9985023345960709,874
GEAC (3rd place),0.9344551140868645,874
GEAC (4th place),0.9985904325610079,874
GEAC Ensemble,0.9993833142454409,874
Nielsen & Voigt (2018),0.9880186767685667,874
Alley et al. (2020),0.9860805215399524,875
"BLAST (Alley et al., corrected)",0.9521628050392036,875
"BLAST (Alley et al., original)",0.9050303937979033,875
BLAST (new),0.9521628050392036,875
GEAC (1st place),0.9985904325610079,875
GEAC (2nd place),0.9985023345960709,875
GEAC (3rd place),0.9344551140868645,875
GEAC (4th place),0.9985904325610079,875
GEAC Ensemble,0.9993833142454409,875
Nielsen & Voigt (2018),0.9880186767685667,875
Alley et al. (2020),0.9860805215399524,876
"BLAST (Alley et al., corrected)",0.9521628050392036,876
"BLAST (Alley et al., original)",0.9050303937979033,876
BLAST (new),0.9521628050392036,876
GEAC (1st place),0.9985904325610079,876
GEAC (2nd place),0.9985023345960709,876
GEAC (3rd place),0.9344551140868645,876
GEAC (4th place),0.9985904325610079,876
GEAC Ensemble,0.9993833142454409,876
Nielsen & Voigt (2018),0.9880186767685667,876
Alley et al. (2020),0.9860805215399524,877
"BLAST (Alley et al., corrected)",0.9521628050392036,877
"BLAST (Alley et al., original)",0.9050303937979033,877
BLAST (new),0.9521628050392036,877
GEAC (1st place),0.9985904325610079,877
GEAC (2nd place),0.9985023345960709,877
GEAC (3rd place),0.9344551140868645,877
GEAC (4th place),0.9985904325610079,877
GEAC Ensemble,0.9993833142454409,877
Nielsen & Voigt (2018),0.9881948726984406,877
Alley et al. (2020),0.9860805215399524,878
"BLAST (Alley et al., corrected)",0.9521628050392036,878
"BLAST (Alley et al., original)",0.9050303937979033,878
BLAST (new),0.9521628050392036,878
GEAC (1st place),0.9985904325610079,878
GEAC (2nd place),0.9985023345960709,878
GEAC (3rd place),0.9344551140868645,878
GEAC (4th place),0.9985904325610079,878
GEAC Ensemble,0.9993833142454409,878
Nielsen & Voigt (2018),0.9881948726984406,878
Alley et al. (2020),0.9860805215399524,879
"BLAST (Alley et al., corrected)",0.9521628050392036,879
"BLAST (Alley et al., original)",0.9050303937979033,879
BLAST (new),0.9521628050392036,879
GEAC (1st place),0.9985904325610079,879
GEAC (2nd place),0.9985023345960709,879
GEAC (3rd place),0.9344551140868645,879
GEAC (4th place),0.9986785305259448,879
GEAC Ensemble,0.9993833142454409,879
Nielsen & Voigt (2018),0.9881948726984406,879
Alley et al. (2020),0.9860805215399524,880
"BLAST (Alley et al., corrected)",0.9521628050392036,880
"BLAST (Alley et al., original)",0.9050303937979033,880
BLAST (new),0.9521628050392036,880
GEAC (1st place),0.9985904325610079,880
GEAC (2nd place),0.9985023345960709,880
GEAC (3rd place),0.9344551140868645,880
GEAC (4th place),0.9986785305259448,880
GEAC Ensemble,0.9993833142454409,880
Nielsen & Voigt (2018),0.9881948726984406,880
Alley et al. (2020),0.9860805215399524,881
"BLAST (Alley et al., corrected)",0.9521628050392036,881
"BLAST (Alley et al., original)",0.9050303937979033,881
BLAST (new),0.9521628050392036,881
GEAC (1st place),0.9985904325610079,881
GEAC (2nd place),0.9985023345960709,881
GEAC (3rd place),0.9344551140868645,881
GEAC (4th place),0.9986785305259448,881
GEAC Ensemble,0.9993833142454409,881
Nielsen & Voigt (2018),0.9882829706633777,881
Alley et al. (2020),0.9860805215399524,882
"BLAST (Alley et al., corrected)",0.9521628050392036,882
"BLAST (Alley et al., original)",0.9050303937979033,882
BLAST (new),0.9521628050392036,882
GEAC (1st place),0.9985904325610079,882
GEAC (2nd place),0.9985023345960709,882
GEAC (3rd place),0.9344551140868645,882
GEAC (4th place),0.9987666284908818,882
GEAC Ensemble,0.9993833142454409,882
Nielsen & Voigt (2018),0.9883710686283147,882
Alley et al. (2020),0.9860805215399524,883
"BLAST (Alley et al., corrected)",0.9521628050392036,883
"BLAST (Alley et al., original)",0.9050303937979033,883
BLAST (new),0.9521628050392036,883
GEAC (1st place),0.9985904325610079,883
GEAC (2nd place),0.9985023345960709,883
GEAC (3rd place),0.9344551140868645,883
GEAC (4th place),0.9987666284908818,883
GEAC Ensemble,0.9993833142454409,883
Nielsen & Voigt (2018),0.9883710686283147,883
Alley et al. (2020),0.9860805215399524,884
"BLAST (Alley et al., corrected)",0.9521628050392036,884
"BLAST (Alley et al., original)",0.9050303937979033,884
BLAST (new),0.9521628050392036,884
GEAC (1st place),0.9985904325610079,884
GEAC (2nd place),0.9985023345960709,884
GEAC (3rd place),0.9344551140868645,884
GEAC (4th place),0.9987666284908818,884
GEAC Ensemble,0.9993833142454409,884
Nielsen & Voigt (2018),0.9883710686283147,884
Alley et al. (2020),0.9861686195048894,885
"BLAST (Alley et al., corrected)",0.9521628050392036,885
"BLAST (Alley et al., original)",0.9050303937979033,885
BLAST (new),0.9521628050392036,885
GEAC (1st place),0.9985904325610079,885
GEAC (2nd place),0.9985023345960709,885
GEAC (3rd place),0.9344551140868645,885
GEAC (4th place),0.9987666284908818,885
GEAC Ensemble,0.9993833142454409,885
Nielsen & Voigt (2018),0.9885472645581888,885
Alley et al. (2020),0.9861686195048894,886
"BLAST (Alley et al., corrected)",0.9521628050392036,886
"BLAST (Alley et al., original)",0.9050303937979033,886
BLAST (new),0.9521628050392036,886
GEAC (1st place),0.9985904325610079,886
GEAC (2nd place),0.9985023345960709,886
GEAC (3rd place),0.9344551140868645,886
GEAC (4th place),0.9988547264558189,886
GEAC Ensemble,0.9993833142454409,886
Nielsen & Voigt (2018),0.9886353625231257,886
Alley et al. (2020),0.9861686195048894,887
"BLAST (Alley et al., corrected)",0.9521628050392036,887
"BLAST (Alley et al., original)",0.9050303937979033,887
BLAST (new),0.9521628050392036,887
GEAC (1st place),0.9985904325610079,887
GEAC (2nd place),0.9985023345960709,887
GEAC (3rd place),0.9344551140868645,887
GEAC (4th place),0.9988547264558189,887
GEAC Ensemble,0.9994714122103779,887
Nielsen & Voigt (2018),0.9886353625231257,887
Alley et al. (2020),0.9861686195048894,888
"BLAST (Alley et al., corrected)",0.9521628050392036,888
"BLAST (Alley et al., original)",0.9050303937979033,888
BLAST (new),0.9521628050392036,888
GEAC (1st place),0.9985904325610079,888
GEAC (2nd place),0.9985023345960709,888
GEAC (3rd place),0.9344551140868645,888
GEAC (4th place),0.9988547264558189,888
GEAC Ensemble,0.9994714122103779,888
Nielsen & Voigt (2018),0.9887234604880627,888
Alley et al. (2020),0.9862567174698265,889
"BLAST (Alley et al., corrected)",0.9521628050392036,889
"BLAST (Alley et al., original)",0.9050303937979033,889
BLAST (new),0.9521628050392036,889
GEAC (1st place),0.9985904325610079,889
GEAC (2nd place),0.9985023345960709,889
GEAC (3rd place),0.9344551140868645,889
GEAC (4th place),0.9988547264558189,889
GEAC Ensemble,0.9994714122103779,889
Nielsen & Voigt (2018),0.9887234604880627,889
Alley et al. (2020),0.9862567174698265,890
"BLAST (Alley et al., corrected)",0.9521628050392036,890
"BLAST (Alley et al., original)",0.9050303937979033,890
BLAST (new),0.9521628050392036,890
GEAC (1st place),0.9985904325610079,890
GEAC (2nd place),0.9985023345960709,890
GEAC (3rd place),0.9344551140868645,890
GEAC (4th place),0.9988547264558189,890
GEAC Ensemble,0.9994714122103779,890
Nielsen & Voigt (2018),0.9887234604880627,890
Alley et al. (2020),0.9862567174698265,891
"BLAST (Alley et al., corrected)",0.9521628050392036,891
"BLAST (Alley et al., original)",0.9050303937979033,891
BLAST (new),0.9521628050392036,891
GEAC (1st place),0.9985904325610079,891
GEAC (2nd place),0.9985023345960709,891
GEAC (3rd place),0.9344551140868645,891
GEAC (4th place),0.9988547264558189,891
GEAC Ensemble,0.9994714122103779,891
Nielsen & Voigt (2018),0.9888115584529997,891
Alley et al. (2020),0.9863448154347635,892
"BLAST (Alley et al., corrected)",0.9521628050392036,892
"BLAST (Alley et al., original)",0.9050303937979033,892
BLAST (new),0.9521628050392036,892
GEAC (1st place),0.9985904325610079,892
GEAC (2nd place),0.9985023345960709,892
GEAC (3rd place),0.9344551140868645,892
GEAC (4th place),0.9988547264558189,892
GEAC Ensemble,0.9994714122103779,892
Nielsen & Voigt (2018),0.9888115584529997,892
Alley et al. (2020),0.9863448154347635,893
"BLAST (Alley et al., corrected)",0.9521628050392036,893
"BLAST (Alley et al., original)",0.9050303937979033,893
BLAST (new),0.9521628050392036,893
GEAC (1st place),0.9985904325610079,893
GEAC (2nd place),0.9985023345960709,893
GEAC (3rd place),0.9344551140868645,893
GEAC (4th place),0.9988547264558189,893
GEAC Ensemble,0.9994714122103779,893
Nielsen & Voigt (2018),0.9888115584529997,893
Alley et al. (2020),0.9864329133997005,894
"BLAST (Alley et al., corrected)",0.9521628050392036,894
"BLAST (Alley et al., original)",0.9050303937979033,894
BLAST (new),0.9521628050392036,894
GEAC (1st place),0.9985904325610079,894
GEAC (2nd place),0.9985023345960709,894
GEAC (3rd place),0.9344551140868645,894
GEAC (4th place),0.9988547264558189,894
GEAC Ensemble,0.9994714122103779,894
Nielsen & Voigt (2018),0.9888996564179368,894
Alley et al. (2020),0.9864329133997005,895
"BLAST (Alley et al., corrected)",0.9521628050392036,895
"BLAST (Alley et al., original)",0.9050303937979033,895
BLAST (new),0.9521628050392036,895
GEAC (1st place),0.9985904325610079,895
GEAC (2nd place),0.9985023345960709,895
GEAC (3rd place),0.9344551140868645,895
GEAC (4th place),0.9988547264558189,895
GEAC Ensemble,0.9994714122103779,895
Nielsen & Voigt (2018),0.9889877543828738,895
Alley et al. (2020),0.9864329133997005,896
"BLAST (Alley et al., corrected)",0.9521628050392036,896
"BLAST (Alley et al., original)",0.9050303937979033,896
BLAST (new),0.9521628050392036,896
GEAC (1st place),0.9985904325610079,896
GEAC (2nd place),0.9985904325610079,896
GEAC (3rd place),0.9344551140868645,896
GEAC (4th place),0.9988547264558189,896
GEAC Ensemble,0.9994714122103779,896
Nielsen & Voigt (2018),0.9889877543828738,896
Alley et al. (2020),0.9865210113646374,897
"BLAST (Alley et al., corrected)",0.9521628050392036,897
"BLAST (Alley et al., original)",0.9050303937979033,897
BLAST (new),0.9521628050392036,897
GEAC (1st place),0.9985904325610079,897
GEAC (2nd place),0.9985904325610079,897
GEAC (3rd place),0.9344551140868645,897
GEAC (4th place),0.9988547264558189,897
GEAC Ensemble,0.9994714122103779,897
Nielsen & Voigt (2018),0.9890758523478108,897
Alley et al. (2020),0.9865210113646374,898
"BLAST (Alley et al., corrected)",0.9521628050392036,898
"BLAST (Alley et al., original)",0.9050303937979033,898
BLAST (new),0.9521628050392036,898
GEAC (1st place),0.9985904325610079,898
GEAC (2nd place),0.9985904325610079,898
GEAC (3rd place),0.9344551140868645,898
GEAC (4th place),0.9988547264558189,898
GEAC Ensemble,0.9994714122103779,898
Nielsen & Voigt (2018),0.9891639503127477,898
Alley et al. (2020),0.9865210113646374,899
"BLAST (Alley et al., corrected)",0.9521628050392036,899
"BLAST (Alley et al., original)",0.9050303937979033,899
BLAST (new),0.9521628050392036,899
GEAC (1st place),0.9985904325610079,899
GEAC (2nd place),0.9985904325610079,899
GEAC (3rd place),0.9344551140868645,899
GEAC (4th place),0.9988547264558189,899
GEAC Ensemble,0.9994714122103779,899
Nielsen & Voigt (2018),0.9891639503127477,899
Alley et al. (2020),0.9865210113646374,900
"BLAST (Alley et al., corrected)",0.9521628050392036,900
"BLAST (Alley et al., original)",0.9050303937979033,900
BLAST (new),0.9521628050392036,900
GEAC (1st place),0.9985904325610079,900
GEAC (2nd place),0.9985904325610079,900
GEAC (3rd place),0.9344551140868645,900
GEAC (4th place),0.9988547264558189,900
GEAC Ensemble,0.9994714122103779,900
Nielsen & Voigt (2018),0.9891639503127477,900
Alley et al. (2020),0.9866091093295745,901
"BLAST (Alley et al., corrected)",0.9521628050392036,901
"BLAST (Alley et al., original)",0.9050303937979033,901
BLAST (new),0.9521628050392036,901
GEAC (1st place),0.9985904325610079,901
GEAC (2nd place),0.9985904325610079,901
GEAC (3rd place),0.9344551140868645,901
GEAC (4th place),0.9988547264558189,901
GEAC Ensemble,0.9994714122103779,901
Nielsen & Voigt (2018),0.9891639503127477,901
Alley et al. (2020),0.9866091093295745,902
"BLAST (Alley et al., corrected)",0.9521628050392036,902
"BLAST (Alley et al., original)",0.9050303937979033,902
BLAST (new),0.9521628050392036,902
GEAC (1st place),0.9985904325610079,902
GEAC (2nd place),0.9985904325610079,902
GEAC (3rd place),0.9344551140868645,902
GEAC (4th place),0.9988547264558189,902
GEAC Ensemble,0.9994714122103779,902
Nielsen & Voigt (2018),0.9891639503127477,902
Alley et al. (2020),0.9866091093295745,903
"BLAST (Alley et al., corrected)",0.9521628050392036,903
"BLAST (Alley et al., original)",0.9050303937979033,903
BLAST (new),0.9521628050392036,903
GEAC (1st place),0.9985904325610079,903
GEAC (2nd place),0.9985904325610079,903
GEAC (3rd place),0.9344551140868645,903
GEAC (4th place),0.9988547264558189,903
GEAC Ensemble,0.9994714122103779,903
Nielsen & Voigt (2018),0.9892520482776848,903
Alley et al. (2020),0.9866091093295745,904
"BLAST (Alley et al., corrected)",0.9521628050392036,904
"BLAST (Alley et al., original)",0.9050303937979033,904
BLAST (new),0.9521628050392036,904
GEAC (1st place),0.9985904325610079,904
GEAC (2nd place),0.9985904325610079,904
GEAC (3rd place),0.9344551140868645,904
GEAC (4th place),0.9988547264558189,904
GEAC Ensemble,0.9994714122103779,904
Nielsen & Voigt (2018),0.9893401462426218,904
Alley et al. (2020),0.9866091093295745,905
"BLAST (Alley et al., corrected)",0.9521628050392036,905
"BLAST (Alley et al., original)",0.9050303937979033,905
BLAST (new),0.9521628050392036,905
GEAC (1st place),0.9985904325610079,905
GEAC (2nd place),0.9985904325610079,905
GEAC (3rd place),0.9344551140868645,905
GEAC (4th place),0.9988547264558189,905
GEAC Ensemble,0.9994714122103779,905
Nielsen & Voigt (2018),0.9893401462426218,905
Alley et al. (2020),0.9866091093295745,906
"BLAST (Alley et al., corrected)",0.9521628050392036,906
"BLAST (Alley et al., original)",0.9050303937979033,906
BLAST (new),0.9521628050392036,906
GEAC (1st place),0.9985904325610079,906
GEAC (2nd place),0.9985904325610079,906
GEAC (3rd place),0.9344551140868645,906
GEAC (4th place),0.9988547264558189,906
GEAC Ensemble,0.9994714122103779,906
Nielsen & Voigt (2018),0.9893401462426218,906
Alley et al. (2020),0.9866091093295745,907
"BLAST (Alley et al., corrected)",0.9521628050392036,907
"BLAST (Alley et al., original)",0.9050303937979033,907
BLAST (new),0.9521628050392036,907
GEAC (1st place),0.9986785305259448,907
GEAC (2nd place),0.9985904325610079,907
GEAC (3rd place),0.9344551140868645,907
GEAC (4th place),0.9988547264558189,907
GEAC Ensemble,0.9994714122103779,907
Nielsen & Voigt (2018),0.9893401462426218,907
Alley et al. (2020),0.9866091093295745,908
"BLAST (Alley et al., corrected)",0.9521628050392036,908
"BLAST (Alley et al., original)",0.9050303937979033,908
BLAST (new),0.9521628050392036,908
GEAC (1st place),0.9986785305259448,908
GEAC (2nd place),0.9985904325610079,908
GEAC (3rd place),0.9344551140868645,908
GEAC (4th place),0.9988547264558189,908
GEAC Ensemble,0.9994714122103779,908
Nielsen & Voigt (2018),0.9893401462426218,908
Alley et al. (2020),0.9866972072945115,909
"BLAST (Alley et al., corrected)",0.9521628050392036,909
"BLAST (Alley et al., original)",0.9050303937979033,909
BLAST (new),0.9521628050392036,909
GEAC (1st place),0.9986785305259448,909
GEAC (2nd place),0.9985904325610079,909
GEAC (3rd place),0.9344551140868645,909
GEAC (4th place),0.9988547264558189,909
GEAC Ensemble,0.9994714122103779,909
Nielsen & Voigt (2018),0.9894282442075588,909
Alley et al. (2020),0.9866972072945115,910
